url,nat,cap,survived
/titanic-victim/arthur-ford.html,English,London,died
/titanic-victim/john-garfirth.html,English,London,died
/titanic-victim/frank-goldsmith.html,English,London,died
/titanic-survivor/frankie-goldsmith.html,English,London,survived
/titanic-survivor/emily-goldsmith.html,English,London,survived
/titanic-victim/frederick-joseph-goodwin.html,English,London,died
/titanic-victim/sidney-leslie-goodwin.html,English,London,died
/titanic-victim/jessie-allis-goodwin.html,English,London,died
/titanic-victim/charles-edward-goodwin.html,English,London,died
/titanic-victim/augusta-goodwin.html,English,London,died
/titanic-victim/harold-victor-goodwin.html,English,London,died
/titanic-victim/william-frederick-goodwin.html,English,London,died
/titanic-victim/lillian-amy-goodwin.html,English,London,died
/titanic-victim/george-green-passenger.html,English,London,died
/titanic-victim/robert-stephen-guest.html,English,London,died
/titanic-victim/alice-phoebe-harknett.html,English,London,died
/titanic-survivor/may-elizabeth-howard.html,English,London,survived
/titanic-survivor/abraham-hyman.html,English,London,survived
/titanic-victim/william-andrew-johnston.html,English,London,died
/titanic-victim/catherine-nellie-johnston.html,English,London,died
/titanic-victim/james-lester.html,English,London,died
/titanic-victim/augusta-charlotta-lindblom.html,English,London,died
/titanic-victim/edward-thomas-lockyer.html,English,London,died
/titanic-victim/john-hall-henry-lovell.html,English,London,died
/titanic-victim/eileen-mcnamee.html,English,London,died
/titanic-victim/marian-meanwell.html,English,London,died
/titanic-victim/annie-louise-rowley-meek.html,English,London,died
/titanic-victim/leonard-charles-moore.html,English,London,died
/titanic-victim/william-morley.html,English,London,died
/titanic-victim/richard-cater-nosworthy.html,English,London,died
/titanic-victim/george-patchett.html,English,London,died
/titanic-victim/treasteall-peacock.html,English,London,died
/titanic-victim/edith-peacock.html,English,London,died
/titanic-victim/albert-edward-peacock.html,English,London,died
/titanic-victim/ernest-pearce.html,English,London,died
/titanic-victim/john-henry-perkin.html,English,London,died
/titanic-victim/harold-reynolds.html,English,London,died
/titanic-victim/albert-rice.html,English,London,died
/titanic-victim/samuel-beard-risien.html,English,London,died
/titanic-victim/emma-risien.html,English,London,died
/titanic-victim/alexander-robins.html,English,London,died
/titanic-victim/charity-robins.html,English,London,died
/titanic-victim/richard-henry-rouse.html,English,London,died
/titanic-victim/alfred-george-john-rush.html,English,London,died
/titanic-victim/harry-sadowitz.html,English,London,died
/titanic-victim/constance-gladys-sage.html,English,London,died
/titanic-victim/anthony-william-sage.html,English,London,died
/titanic-victim/george-john-sage.html,English,London,died
/titanic-victim/frederick-sage.html,English,London,died
/titanic-victim/annie-elizabeth-sage.html,English,London,died
/titanic-victim/thomas-henry-sage.html,English,London,died
/titanic-victim/elizabeth-ada-sage.html,English,London,died
/titanic-victim/dorothy-dolly-florence-sage.html,English,London,died
/titanic-victim/stella-anne-sage.html,English,London,died
/titanic-victim/douglas-bullen-sage.html,English,London,died
/titanic-victim/john-george-sage.html,English,London,died
/titanic-victim/william-henry-saundercock.html,English,London,died
/titanic-victim/frederick-charles-sawyer.html,English,London,died
/titanic-victim/frederick-blainey-shellard.html,English,London,died
/titanic-victim/john-simmons.html,English,London,died
/titanic-victim/francis-william-somerton.html,English,London,died
/titanic-victim/henry-john-spinner.html,English,London,died
/titanic-victim/edward-roland-stanley.html,English,London,died
/titanic-survivor/amy-zillah-elsie-stanley.html,English,London,survived
/titanic-victim/thomas-storey.html,English,London,died
/titanic-survivor/victor-francis-sunderland.html,English,London,survived
/titanic-victim/henry-sutehall.html,English,London,died
/titanic-victim/thomas-leonard-theobald.html,English,London,died
/titanic-survivor/florence-kate-thorneycroft.html,English,London,survived
/titanic-victim/percival-thorneycroft.html,English,London,died
/titanic-victim/frederick-ware.html,English,London,died
/titanic-victim/charles-william-warren.html,English,London,died
/titanic-victim/james-webber.html,English,London,died
/titanic-survivor/ellen-wilkes.html,English,London,survived
/titanic-victim/william-arthur-lobb.html,English,London,died
/titanic-victim/cordelia-lobb.html,English,London,died
/titanic-victim/frank-miles.html,English,London,died
/titanic-victim/rahamin-haim-moutal.html,English,London,died
/titanic-victim/joseph-murdlin.html,English,London,died
/titanic-victim/william-henry-nancarrow.html,English,London,died
/titanic-victim/joseph-peduzzi.html,English,London,died
/titanic-victim/marius-petersen.html,English,London,died
/titanic-victim/charles-joseph-shorney.html,English,London,died
/titanic-victim/maurice-sirota.html,English,London,died
/titanic-victim/selman-francis-slocovski.html,English,London,died
/titanic-victim/ernst-wilhelm-torber.html,English,London,died
/titanic-victim/james-william-van-billiard.html,English,London,died
/titanic-victim/walter-john-van-billiard.html,English,London,died
/titanic-victim/phillippe-wiseman.html,English,London,died
/titanic-victim/erik-gustaf-collander.html,Finnish,Helsinki,died
/titanic-survivor/anna-hamalainen.html,Finnish,Helsinki,survived
/titanic-victim/marta-hiltunen.html,Finnish,Helsinki,died
/titanic-victim/william-lahtinen.html,Finnish,Helsinki,died
/titanic-survivor/lyyli-karoliina-silven.html,Finnish,Helsinki,survived
/titanic-survivor/anna-sinkkonen.html,Finnish,Helsinki,survived
/titanic-survivor/august-abrahamsson.html,Finnish,Helsinki,survived
/titanic-victim/iisakki-aijo-nirva.html,Finnish,Helsinki,died
/titanic-victim/ilmari-rudolf-alhomaki.html,Finnish,Helsinki,died
/titanic-survivor/erna-andersson.html,Finnish,Helsinki,survived
/titanic-survivor/maria-mathilda-backstrom.html,Finnish,Helsinki,survived
/titanic-victim/karl-alfred-backstrom.html,Finnish,Helsinki,died
/titanic-victim/karl-ivar-sven-berglund.html,Finnish,Helsinki,died
/titanic-victim/alfred-ossian-gustafsson.html,Finnish,Helsinki,died
/titanic-victim/johan-birger-gustafsson.html,Finnish,Helsinki,died
/titanic-victim/anders-vilhelm-gustafsson.html,Finnish,Helsinki,died
/titanic-victim/pekka-pietari-hakkarainen.html,Finnish,Helsinki,died
/titanic-survivor/elin-matilda-hakkarainen.html,Finnish,Helsinki,survived
/titanic-survivor/laina-heikkinen.html,Finnish,Helsinki,survived
/titanic-victim/wendla-maria-heininen.html,Finnish,Helsinki,died
/titanic-survivor/hildur-hirvonen.html,Finnish,Helsinki,survived
/titanic-survivor/helga-hirvonen.html,Finnish,Helsinki,survived
/titanic-survivor/eliina-honkanen.html,Finnish,Helsinki,survived
/titanic-victim/ida-livija-ilmakangas.html,Finnish,Helsinki,died
/titanic-victim/pieta-sofia-ilmakangas.html,Finnish,Helsinki,died
/titanic-victim/jakob-alfred-johanson.html,Finnish,Helsinki,died
/titanic-survivor/aliina-vilhelmina-johnson.html,Finnish,Helsinki,survived
/titanic-survivor/eiriik-jussila.html,Finnish,Helsinki,survived
/titanic-victim/katriina-jussila.html,Finnish,Helsinki,died
/titanic-victim/mari-aina-jussila.html,Finnish,Helsinki,died
/titanic-victim/nikolai-erland-kallio.html,Finnish,Helsinki,died
/titanic-victim/kristina-sofia-laitinen.html,Finnish,Helsinki,died
/titanic-victim/antti-gustaf-leinonen.html,Finnish,Helsinki,died
/titanic-survivor/eino-william-lindqvist.html,Finnish,Helsinki,survived
/titanic-victim/matti-alexanteri-maenpaa.html,Finnish,Helsinki,died
/titanic-victim/kalle-edvard-makinen.html,Finnish,Helsinki,died
/titanic-victim/manta-josefina-nieminen.html,Finnish,Helsinki,died
/titanic-survivor/juha-niskanen.html,Finnish,Helsinki,survived
/titanic-victim/maija-emelia-abrahamintytar-panula.html,Finnish,Helsinki,died
/titanic-victim/juha-niilo-panula.html,Finnish,Helsinki,died
/titanic-victim/edvard-pekoniemi.html,Finnish,Helsinki,died
/titanic-victim/nikolai-johannes-peltomaki.html,Finnish,Helsinki,died
/titanic-victim/susanna-juhantytar-sanni-riihivuori.html,Finnish,Helsinki,died
/titanic-victim/matti-rintamaki.html,Finnish,Helsinki,died
/titanic-victim/helena-wilhelmina-rosblom.html,Finnish,Helsinki,died
/titanic-victim/viktor-richard-rosblom.html,Finnish,Helsinki,died
/titanic-victim/salli-helena-rosblom.html,Finnish,Helsinki,died
/titanic-survivor/anna-sofia-sjoblom.html,Finnish,Helsinki,survived
/titanic-victim/ida-sofia-strandberg.html,Finnish,Helsinki,died
/titanic-survivor/juho-niilosson-stranden.html,Finnish,Helsinki,survived
/titanic-survivor/johan-julian-sundman.html,Finnish,Helsinki,survived
/titanic-victim/juho-tikkanen.html,Finnish,Helsinki,died
/titanic-survivor/anna-sofia-turja.html,Finnish,Helsinki,survived
/titanic-survivor/hedwig-turkula.html,Finnish,Helsinki,survived
/titanic-victim/karl-johan-wiklund.html,Finnish,Helsinki,died
/titanic-victim/jakob-alfred-wiklund.html,Finnish,Helsinki,died
/titanic-victim/urho-abraham-panula.html,Finnish,Helsinki,died
/titanic-victim/ernesti-arvid-panula.html,Finnish,Helsinki,died
/titanic-victim/eino-viljam-panula.html,Finnish,Helsinki,died
/titanic-victim/jaako-arnold-panula.html,Finnish,Helsinki,died
/titanic-victim/michel-navratil.html,French,Paris,died
/titanic-survivor/leontine-pauline-aubart.html,French,Paris,survived
/titanic-survivor/victorine-chaudanson.html,French,Paris,survived
/titanic-survivor/amelia-icard.html,French,Paris,survived
/titanic-survivor/berthe-leroy.html,French,Paris,survived
/titanic-survivor/gustave-lesueur.html,French,Paris,survived
/titanic-survivor/elise-lurette.html,French,Paris,survived
/titanic-survivor/pierre-marechal.html,French,Paris,survived
/titanic-survivor/alfred-fernand-omont.html,French,Paris,survived
/titanic-survivor/auguste-serreplan.html,French,Paris,survived
/titanic-survivor/marie-eugenie-spencer.html,French,Paris,survived
/titanic-victim/roger-bricoux.html,French,Paris,died
/titanic-victim/georges-krins.html,French,Paris,died
/titanic-survivor/louise-laroche.html,French,Paris,survived
/titanic-victim/joseph-laroche.html,French,Paris,died
/titanic-survivor/simonne-laroche.html,French,Paris,survived
/titanic-survivor/juliette-laroche.html,French,Paris,survived
/titanic-victim/rene-jacques-levy.html,French,Paris,died
/titanic-victim/jean-noel-malachard.html,French,Paris,died
/titanic-survivor/antonine-marie-mallet.html,French,Paris,survived
/titanic-survivor/andre-clement-mallet.html,French,Paris,survived
/titanic-victim/albert-mallet.html,French,Paris,died
/titanic-survivor/michel-marcel-navratil.html,French,Paris,survived
/titanic-survivor/edmond-roger-navratil.html,French,Paris,survived
/titanic-victim/rene-pernot.html,French,Paris,died
/titanic-victim/emile-phillippe-richard.html,French,Paris,died
/titanic-victim/henriette-yvois.html,French,Paris,died
/titanic-victim/henry-lefebvre.html,French,Paris,died
/titanic-victim/mathilde-lefebvre.html,French,Paris,died
/titanic-victim/ida-lefebvre.html,French,Paris,died
/titanic-victim/frances-marie-lefebvre.html,French,Paris,died
/titanic-victim/jeannie-lefebvre.html,French,Paris,died
/titanic-survivor/emily-gieger.html,German,Berlin,survived
/titanic-survivor/emilie-kreuchen.html,German,Berlin,survived
/titanic-survivor/alfred-nourney.html,German,Berlin,survived
/titanic-victim/george-rosenshine.html,German,Berlin,died
/titanic-survivor/adolphe-saalfeld.html,German,Berlin,survived
/titanic-victim/ida-straus.html,German,Berlin,died
/titanic-victim/august-meyer.html,German,Berlin,died
/titanic-victim/josef-peruschitz.html,German,Berlin,died
/titanic-victim/emil-christmann.html,German,Berlin,died
/titanic-victim/leo-zimmermann.html,German,Berlin,died
/titanic-victim/panagiotis-lymperopoulus.html,Greek,Athens,died
/titanic-victim/apostolos-chronopoulos.html,Greek,Athens,died
/titanic-victim/dimitrios-chronopoulos.html,Greek,Athens,died
/titanic-victim/vasilios-katavelos.html,Greek,Athens,died
/titanic-victim/leopold-weisz.html,Hungarian,Budapest,died
/titanic-survivor/anna-annie-mcgowan.html,Irish,Dublin,survived
/titanic-victim/thomas-andrews.html,Irish,Dublin,died
/titanic-victim/arthur-jackson-brewe.html,Irish,Dublin,died
/titanic-victim/edward-pomeroy-colley.html,Irish,Dublin,died
/titanic-survivor/james-mcgough.html,Irish,Dublin,survived
/titanic-survivor/helen-wilson.html,Irish,Dublin,survived
/titanic-victim/william-campbell.html,Irish,Dublin,died
/titanic-victim/alfred-fleming-cunningham.html,Irish,Dublin,died
/titanic-victim/william-henry-gillespie.html,Irish,Dublin,died
/titanic-survivor/nora-keane.html,Irish,Dublin,survived
/titanic-victim/daniel-keane.html,Irish,Dublin,died
/titanic-victim/robert-knight.html,Irish,Dublin,died
/titanic-victim/john-joseph-lamb.html,Irish,Dublin,died
/titanic-victim/john-lingane.html,Irish,Dublin,died
/titanic-victim/thomas-francis-myles.html,Irish,Dublin,died
/titanic-victim/frank-parkes.html,Irish,Dublin,died
/titanic-survivor/ellen-mary-toomey.html,Irish,Dublin,survived
/titanic-victim/ennis-hastings-watson.html,Irish,Dublin,died
/titanic-victim/julia-barry.html,Irish,Dublin,died
/titanic-victim/mary-bourke.html,Irish,Dublin,died
/titanic-victim/john-bourke.html,Irish,Dublin,died
/titanic-victim/catherine-bourke.html,Irish,Dublin,died
/titanic-survivor/bridget-bradley.html,Irish,Dublin,survived
/titanic-victim/katherine-buckley.html,Irish,Dublin,died
/titanic-survivor/daniel-buckley.html,Irish,Dublin,survived
/titanic-victim/jeremiah-burke.html,Irish,Dublin,died
/titanic-victim/mary-delia-burns.html,Irish,Dublin,died
/titanic-victim/mary-canavan.html,Irish,Dublin,died
/titanic-victim/patrick-canavan.html,Irish,Dublin,died
/titanic-victim/jane-carr.html,Irish,Dublin,died
/titanic-victim/david-charters.html,Irish,Dublin,died
/titanic-victim/patrick-colbert.html,Irish,Dublin,died
/titanic-victim/michael-connaughton.html,Irish,Dublin,died
/titanic-survivor/kate-connolly.html,Irish,Dublin,survived
/titanic-victim/kate-connolly-2.html,Irish,Dublin,died
/titanic-victim/patrick-connors.html,Irish,Dublin,died
/titanic-survivor/helen-corr.html,Irish,Dublin,survived
/titanic-survivor/eugene-patrick-daly.html,Irish,Dublin,survived
/titanic-survivor/maggie-daly.html,Irish,Dublin,survived
/titanic-survivor/margaret-devaney.html,Irish,Dublin,survived
/titanic-victim/william-john-dougherty.html,Irish,Dublin,died
/titanic-victim/bridget-donohoe.html,Irish,Dublin,died
/titanic-victim/patrick-dooley.html,Irish,Dublin,died
/titanic-victim/elizabeth-doyle.html,Irish,Dublin,died
/titanic-survivor/bridget-driscoll.html,Irish,Dublin,survived
/titanic-victim/frank-dwan.html,Irish,Dublin,died
/titanic-victim/jim-farrell.html,Irish,Dublin,died
/titanic-victim/honora-fleming.html,Irish,Dublin,died
/titanic-victim/john-flynn.html,Irish,Dublin,died
/titanic-victim/james-flynn.html,Irish,Dublin,died
/titanic-victim/william-foley.html,Irish,Dublin,died
/titanic-victim/joseph-foley.html,Irish,Dublin,died
/titanic-victim/patrick-fox.html,Irish,Dublin,died
/titanic-victim/martin-gallagher.html,Irish,Dublin,died
/titanic-survivor/katie-gilnagh.html,Irish,Dublin,survived
/titanic-survivor/mary-agatha-glynn.html,Irish,Dublin,survived
/titanic-victim/kate-hargadon.html,Irish,Dublin,died
/titanic-victim/henry-hart.html,Irish,Dublin,died
/titanic-survivor/hanora-nora-healy.html,Irish,Dublin,survived
/titanic-victim/hanora-nora-hegarty.html,Irish,Dublin,died
/titanic-victim/bridget-delia-henry.html,Irish,Dublin,died
/titanic-victim/john-nee-landers-horgan.html,Irish,Dublin,died
/titanic-survivor/annie-jane-jermyn.html,Irish,Dublin,survived
/titanic-victim/andrew-andy-keane.html,Irish,Dublin,died
/titanic-survivor/anna-katherine-kelly.html,Irish,Dublin,survived
/titanic-survivor/mary-kelly.html,Irish,Dublin,survived
/titanic-victim/james-kelly-2.html,Irish,Dublin,died
/titanic-survivor/john-kennedy.html,Irish,Dublin,survived
/titanic-victim/john-kiernan.html,Irish,Dublin,died
/titanic-victim/philip-kiernan.html,Irish,Dublin,died
/titanic-victim/thomas-kilgannon.html,Irish,Dublin,died
/titanic-victim/patrick-lane.html,Irish,Dublin,died
/titanic-victim/denis-lennon.html,Irish,Dublin,died
/titanic-victim/michael-linehan.html,Irish,Dublin,died
/titanic-survivor/margaret-maggie-madigan.html,Irish,Dublin,survived
/titanic-victim/bridget-delia-mahon.html,Irish,Dublin,died
/titanic-victim/mary-mangan.html,Irish,Dublin,died
/titanic-survivor/margaret-mannion.html,Irish,Dublin,survived
/titanic-survivor/catherine-katie-mccarthy.html,Irish,Dublin,survived
/titanic-survivor/thomas-joseph-mccormack.html,Irish,Dublin,survived
/titanic-survivor/alice-mccoy.html,Irish,Dublin,survived
/titanic-survivor/bernard-mccoy.html,Irish,Dublin,survived
/titanic-survivor/agnes-mccoy.html,Irish,Dublin,survived
/titanic-survivor/bridget-delia-mcdermott.html,Irish,Dublin,survived
/titanic-victim/michael-mcevoy.html,Irish,Dublin,died
/titanic-survivor/mary-mcgovern.html,Irish,Dublin,survived
/titanic-victim/catherine-mcgowan.html,Irish,Dublin,died
/titanic-victim/martin-mcmahon.html,Irish,Dublin,died
/titanic-victim/neal-mcnamee.html,Irish,Dublin,died
/titanic-victim/bridget-mcneill.html,Irish,Dublin,died
/titanic-victim/john-meehan.html,Irish,Dublin,died
/titanic-victim/robert-mernagh.html,Irish,Dublin,died
/titanic-survivor/ellen-mary-mockler.html,Irish,Dublin,survived
/titanic-victim/daniel-james-moran.html,Irish,Dublin,died
/titanic-survivor/bertha-bridget-moran.html,Irish,Dublin,survived
/titanic-victim/thomas-rowan-morrow.html,Irish,Dublin,died
/titanic-victim/mary-lennon-mullin.html,Irish,Dublin,died
/titanic-survivor/catherine-mullin.html,Irish,Dublin,survived
/titanic-survivor/bridget-mulvihill.html,Irish,Dublin,survived
/titanic-survivor/catherine-kate-murphy.html,Irish,Dublin,survived
/titanic-survivor/nora-murphy.html,Irish,Dublin,survived
/titanic-survivor/margaret-murphy.html,Irish,Dublin,survived
/titanic-victim/hannah-naughton.html,Irish,Dublin,died
/titanic-survivor/johanna-hannah-obrien.html,Irish,Dublin,survived
/titanic-victim/denis-obrien.html,Irish,Dublin,died
/titanic-victim/thomas-obrien.html,Irish,Dublin,died
/titanic-victim/patrick-denis-oconnell.html,Irish,Dublin,died
/titanic-victim/maurice-oconnor.html,Irish,Dublin,died
/titanic-victim/patrick-oconnor.html,Irish,Dublin,died
/titanic-survivor/ellen-nellie-odwyer.html,Irish,Dublin,survived
/titanic-survivor/patrick-o-keeffe.html,Irish,Dublin,survived
/titanic-survivor/hanora-nora-oleary.html,Irish,Dublin,survived
/titanic-victim/bridget-mary-osullivan.html,Irish,Dublin,died
/titanic-victim/katie-peters.html,Irish,Dublin,died
/titanic-survivor/hannah-riordan.html,Irish,Dublin,survived
/titanic-survivor/edward-ryan.html,Irish,Dublin,survived
/titanic-victim/patrick-ryan.html,Irish,Dublin,died
/titanic-victim/matthew-sadlier.html,Irish,Dublin,died
/titanic-victim/james-scanlan.html,Irish,Dublin,died
/titanic-victim/lionel-leonard.html,Irish,Dublin,died
/titanic-victim/patrick-shaughnessy.html,Irish,Dublin,died
/titanic-survivor/ellen-natalia-shine.html,Irish,Dublin,survived
/titanic-victim/thomas-smyth.html,Irish,Dublin,died
/titanic-survivor/julia-smyth.html,Irish,Dublin,survived
/titanic-victim/roger-tobin.html,Irish,Dublin,died
/titanic-victim/margaret-rice.html,Irish,Dublin,died
/titanic-survivor/albina-bazzani.html,Italian,Rome,survived
/titanic-victim/victor-giglio.html,Italian,Rome,died
/titanic-victim/sante-righini.html,Italian,Rome,died
/titanic-victim/sebastiano-del-carlo.html,Italian,Rome,died
/titanic-survivor/argene-del-carlo.html,Italian,Rome,survived
/titanic-victim/emilio-mangiavacchi.html,Italian,Rome,died
/titanic-victim/francesco-celotti.html,Italian,Rome,died
/titanic-survivor/luigi-finoli.html,Italian,Rome,survived
/titanic-victim/alfonzo-meo-martino.html,Italian,Rome,died
/titanic-survivor/masabumi-hosono.html,Japanese,Tokyo,survived
/titanic-victim/david-abraham-harmer-livshin.html,Latvian,Riga,died
/titanic-victim/solomon-bowenur.html,Lithuanian,Vilnius,died
/titanic-victim/eliezer-gilinski.html,Lithuanian,Vilnius,died
/titanic-victim/dmitri-marinko.html,Macedonian,Skopje,died
/titanic-victim/manuel-uruchurtu.html,Mexican,Mexico City,died
/titanic-victim/engelhart-cornelius-ostby.html,Norwegian,Oslo,died
/titanic-victim/arne-joma-fahlstrom.html,Norwegian,Oslo,died
/titanic-survivor/olaus-jorgensen-abelseth.html,Norwegian,Oslo,survived
/titanic-survivor/karen-marie-abelseth.html,Norwegian,Oslo,survived
/titanic-victim/albert-karvin-andersen.html,Norwegian,Oslo,died
/titanic-victim/hans-martin-monsen-birkeland.html,Norwegian,Oslo,died
/titanic-survivor/charles-edward-dahl.html,Norwegian,Oslo,survived
/titanic-victim/daniel-danielsen-gronnestad.html,Norwegian,Oslo,died
